flight time	altitude		dt	dh	vertical velocity	average 25	average 50	average 100
37.59	35.6		0.03	-0.15	-5	-11.04666667	-13.48333333	-13.53
37.61	35.25		0.02	-0.35	-17.5	-10.18666667	-13.40333333	-13.705
37.63	34.61		0.02	-0.64	-32	-11.32666667	-13.76333333	-13.525
37.65	33.96		0.02	-0.65	-32.5	-12.04666667	-14.19333333	-13.92
37.67	34.18		0.02	0.22	11	-11.88666667	-13.97333333	-13.88
37.7	33.82		0.03	-0.36	-12	-11.52666667	-13.35333333	-13.715
37.72	34.25		0.02	0.43	21.5	-11.08666667	-12.50333333	-13.355
37.74	33.18		0.02	-1.07	-53.5	-12.56	-13.28333333	-13.355
37.76	32.68		0.02	-0.5	-25	-12.98	-13.42333333	-13.84166667
37.78	32.03		0.02	-0.65	-32.5	-13.86	-14.02666667	-13.77666667
37.81	31.25		0.03	-0.78	-26	-14.23333333	-13.68666667	-14.07166667
37.83	30.75		0.02	-0.5	-25	-15.09333333	-14.18666667	-14.14166667
37.85	31.68		0.02	0.93	46.5	-13.09333333	-12.82666667	-13.41333333
37.87	30.46		0.02	-1.22	-61	-13.23333333	-13.76666667	-13.91833333
37.89	30.04		0.02	-0.42	-21	-14.51333333	-13.61666667	-14.34333333
37.91	31.25		0.02	1.21	60.5	-11.65333333	-12.40666667	-13.09333333
37.93	30.04		0.02	-1.21	-60.5	-13.7	-13.23	-14.08833333
37.95	29.61		0.02	-0.43	-21.5	-13.84	-13.59	-14.01833333
37.97	29.47		0.02	-0.14	-7	-14.4	-14.23	-13.89833333
38	29.04		0.03	-0.43	-14.33333333	-15.69333333	-13.80666667	-14.00666667
38.02	28.89		0.02	-0.15	-7.5	-12.27333333	-13.38666667	-13.58166667
38.04	28.89		0.02	0	0	-12.99333333	-12.45666667	-13.36666667
38.06	27.47		0.02	-1.42	-71	-15.55333333	-14.51666667	-14.50666667
38.08	26.97		0.02	-0.5	-25	-16.83333333	-14.35	-14.00166667
38.1	27.82		0.02	0.85	42.5	-14.71333333	-12.78	-13.65166667
38.12	27.18		0.02	-0.64	-32	-15.79333333	-13.42	-13.43166667
38.15	27.39		0.03	0.21	7	-14.81333333	-12.5	-13.75666667
38.17	26.75		0.02	-0.64	-32	-14.81333333	-13.07	-13.72
38.19	27.11		0.02	0.36	18	-12.79333333	-12.42	-13.645
38.22	26.04		0.03	-1.07	-35.66666667	-14.66	-13.27333333	-13.75166667
38.24	25.18		0.02	-0.86	-43	-15.9	-13.71333333	-14.25166667
38.26	25.18		0.02	0	0	-16.76	-13.92333333	-13.71666667
38.28	25.18		0.02	0	0	-14.62	-13.59	-13.93166667
38.3	25.11		0.02	-0.07	-3.5	-13.76	-13.37	-14.07166667
38.32	24.61		0.02	-0.5	-25	-13.46	-13.66	-14.07166667
38.34	24.11		0.02	-0.5	-25	-13.42	-13.82666667	-14.10833333
38.37	24.83		0.03	0.72	24	-11.46	-13.27666667	-13.43833333
38.39	23.05		0.02	-1.78	-89	-16.88	-14.98666667	-14.25833333
38.41	23.9		0.02	0.85	42.5	-12.74	-12.98666667	-13.92666667
38.43	23.12		0.02	-0.78	-39	-13.46	-13.98666667	-13.81666667
38.45	22.9		0.02	-0.22	-11	-16.32	-13.98666667	-13.85666667
38.47	21.12		0.02	-1.78	-89	-17.46	-15.58	-14.63666667
38.49	21.62		0.02	0.5	25	-15.6	-14.72	-14.46166667
38.51	20.55		0.02	-1.07	-53.5	-17.46	-15.93	-14.53166667
38.53	20.98		0.02	0.43	21.5	-16.02666667	-15.86	-14.24166667
38.56	20.48		0.03	-0.5	-16.66666667	-16.39333333	-14.33333333	-14.26833333
38.58	20.48		0.02	0	0	-16.39333333	-14.69333333	-14.26833333
38.6	19.98		0.02	-0.5	-25	-14.55333333	-15.05333333	-14.39833333
38.62	19.41		0.02	-0.57	-28.5	-14.69333333	-15.76333333	-14.43333333
38.64	19.62		0.02	0.21	10.5	-15.97333333	-15.34333333	-14.72333333
