flight time	altitude		dt	dh	vertical velocity	average 25	average 50	average 100
9	414.9		0.02	-0.44	-22	5.9	10.07666667	16.17833333
9.02	414.45		0.02	-0.45	-22.5	5.58	9.48	16.02333333
9.04	414.76		0.02	0.31	15.5	5.46	9.71	15.95333333
9.06	415.79		0.02	1.03	51.5	7.82	10.37	16.13833333
9.08	415.41		0.02	-0.38	-19	5.88	9.47	15.46833333
9.1	415.34		0.02	-0.07	-3.5	6.92	8.96	15.41
9.13	414.98		0.03	-0.36	-12	4.82	8.57	14.735
9.15	415.12		0.02	0.14	7	6.1	8.49	14.585
9.17	414.9		0.02	-0.22	-11	4.286666667	7.75	14.325
9.19	415.65		0.02	0.75	37.5	4.626666667	8.58	14.295
9.22	416.68		0.03	1.03	34.33333333	7.16	8.573333333	14.45333333
9.24	416.01		0.02	-0.67	-33.5	4.94	7.973333333	13.86333333
9.26	415.65		0.02	-0.36	-18	4.22	7.693333333	13.34833333
9.28	416.31		0.02	0.66	33	4.8	7.906666667	13.34833333
9.3	416.3		0.02	-0.01	-0.5	4.34	7.006666667	13.37833333
9.32	416.45		0.02	0.15	7.5	4.04	6.646666667	13.08333333
9.34	416.01		0.02	-0.44	-22	3.32	7.536666667	12.67333333
9.36	416.45		0.02	0.44	22	3	6.496666667	12.49333333
9.39	416.38		0.03	-0.07	-2.333333333	3.946666667	6.96	12.49333333
9.41	416.16		0.02	-0.22	-11	3.066666667	6.45	11.86833333
9.43	416.23		0.02	0.07	3.5	2.42	5.11	11.93833333
9.45	416.31		0.02	0.08	4	3.46	5.92	11.53333333
9.47	416.24		0.02	-0.07	-3.5	3.46	5.79	11.34833333
9.49	416.09		0.02	-0.15	-7.5	2.12	5.34	11.05333333
9.51	416.09		0.02	0	0	1.1	5.05	10.83333333
9.53	416.09		0.02	0	0	1.98	3.94	10.57333333
9.55	415.87		0.02	-0.22	-11	2.44	4.01	10.27833333
9.57	415.42		0.02	-0.45	-22.5	0.92	3.19	9.853333333
9.6	415.65		0.03	0.23	7.666666667	-0.833333333	3.493333333	9.935
9.62	416.09		0.02	0.44	22	0.806666667	3.343333333	9.64
9.64	416.16		0.02	0.07	3.5	1.086666667	4.003333333	9.595
9.66	416.09		0.02	-0.07	-3.5	1.426666667	3.123333333	9.34
9.68	415.79		0.02	-0.3	-15	0.546666667	3.323333333	8.675
9.71	415.72		0.03	-0.07	-2.333333333	0.893333333	2.59	8.501666667
9.73	416.23		0.02	0.51	25.5	0.413333333	2.52	8.531666667
9.75	415.72		0.02	-0.51	-25.5	-1.98	2.59	8.276666667
9.77	415.86		0.02	0.14	7	-0.36	2.29	8.091666667
9.79	415.5		0.02	-0.36	-18	-0.36	1.93	7.638333333
9.81	415.56		0.02	0.06	3	-1.56	1.62	7.668333333
9.83	415.5		0.02	-0.06	-3	-1.66	1.34	7.083333333
9.85	415.35		0.02	-0.15	-7.5	-2.26	0.89	7.048333333
9.88	415.8		0.03	0.45	15	-0.78	1.27	7.171666667
9.9	414.98		0.02	-0.82	-41	-3.3	-0.15	6.546666667
9.92	414.98		0.02	0	0	-3.206666667	0.37	6.396666667
9.94	414.76		0.02	-0.22	-11	-3.206666667	-0.07	5.986666667
9.96	414.76		0.02	0	0	-3.346666667	-0.463333333	5.656666667
9.98	414.68		0.02	-0.08	-4	-3.666666667	-0.103333333	5.836666667
10	413.87		0.02	-0.81	-40.5	-5.146666667	-0.843333333	5.211666667
10.02	414.17		0.02	0.3	15	-4.246666667	-1.063333333	4.691666667
10.04	414.68		0.02	0.51	25.5	-3.226666667	-1.063333333	5.351666667
10.06	404.98		0.02	-9.7	-485	-22.62666667	-10.32333333	-0.123333333
10.09	391.67		0.03	-13.31	-443.6666667	-39.93333333	-18.74666667	-4.633333333
10.11	399.21		0.02	7.54	377	-23.95333333	-11.51666667	-0.903333333
10.13	397.36		0.02	-1.85	-92.5	-27.96	-14.39666667	-2.013333333
10.15	403.79		0.02	6.43	321.5	-15.98	-7.586666667	0.941666667
10.17	409.42		0.02	5.63	281.5	-4.86	-1.886666667	3.536666667
10.2	413.05		0.03	3.63	121	0.12	0.773333333	4.671666667
10.22	418.16		0.02	5.11	255.5	10.94	5.743333333	7.116666667
10.24	428.69		0.02	10.53	526.5	32.09333333	16.49333333	12.12166667
10.26	435.37		0.02	6.68	334	44.43333333	22.42333333	15.50166667
10.28	438.71		0.02	3.34	167	52.13333333	25.07666667	16.825
10.31	440.27		0.03	1.56	52	53.93333333	26.78666667	17.38
10.33	448.44		0.02	8.17	408.5	70.99333333	35.31666667	21.505
10.35	448.6		0.02	0.16	8	71.19333333	34.81666667	21.36166667
10.37	450.52		0.02	1.92	96	75.15333333	36.74666667	21.87666667
10.39	454.98		0.02	4.46	223	84.37333333	41.05666667	23.85166667
10.41	454.91		0.02	-0.07	-3.5	83.63333333	41.42666667	24.48166667
10.43	460.72		0.02	5.81	290.5	96.89333333	46.79666667	26.64666667
10.45	443.46		0.02	-17.26	-863	62.37333333	29.58333333	18.27166667
10.47	449.93		0.02	6.47	323.5	75.75333333	36.27333333	21.36166667
10.49	448.21		0.02	-1.72	-86	72.31333333	34.48333333	19.79666667
10.52	440.04		0.03	-8.17	-272.3333333	61.58	28.95666667	17.43833333
10.54	447.32		0.02	7.28	364	77.76	36.30666667	21.04833333
10.56	450		0.02	2.68	134	82.52	39.13666667	22.23833333
10.58	452.3		0.02	2.3	115	86.1	41.43666667	23.24333333
10.6	452.45		0.02	0.15	7.5	105.8	41.58666667	22.76333333
10.62	452		0.02	-0.45	-22.5	122.6466667	41.35666667	22.68333333
10.64	450.22		0.02	-1.78	-89	104.0066667	40.02666667	21.60833333
10.66	452.82		0.02	2.6	130	112.9066667	42.47333333	22.98333333
10.68	452.96		0.02	0.14	7	100.3266667	42.17333333	22.75833333
10.71	451.56		0.03	-1.4	-46.66666667	87.2	41.17	22.58666667
10.73	450.43		0.02	-1.13	-56.5	80.1	40.11	21.61666667
10.75	450.5		0.02	0.07	3.5	70.02	40.48	21.90166667
10.77	450.35		0.02	-0.15	-7.5	48.66	40.37666667	21.48333333
10.8	446.57		0.03	-3.78	-126	30.26	37.34666667	19.93333333
10.82	449.76		0.02	3.19	159.5	29.96	41.04666667	21.81833333
10.84	449.31		0.02	-0.45	-22.5	26.98	40.45666667	21.37333333
10.86	448.5		0.02	-0.81	-40.5	9.02	40.00666667	20.96833333
10.88	449.98		0.02	1.48	74	11.66	41.42666667	21.52333333
10.9	445.07		0.02	-4.91	-245.5	-2	36.57666667	18.95833333
10.92	444.25		0.02	-0.82	-41	-12.56	35.90666667	18.39833333
10.94	444.25		0.02	0	0	-12.42	35.60666667	18.43833333
10.96	443.51		0.02	-0.74	-37	-25.52	35.68666667	17.76833333
10.98	440.98		0.02	-2.53	-126.5	3.94	33.15666667	16.76333333
11.01	434.97		0.03	-6.01	-200.3333333	-17.01333333	29.37	14.65
11.03	434.6		0.02	-0.37	-18.5	-14.31333333	29	14.26833333
11.05	433.03		0.02	-1.57	-78.5	-6.56	27.51	13.70333333
11.07	427.1		0.02	-5.93	-296.5	-32.98	22.39	10.77333333
11.09	423.31		0.02	-3.79	-189.5	-45.92	18.3	8.618333333
11.11	415.17		0.02	-8.14	-407	-66.8	9.65	4.293333333
11.13	411.45		0.02	-3.72	-186	-74.54	15.63	2.653333333
11.15	393.25		0.02	-18.2	-910	-110.04	6.303333333	-6.221666667
11.17	393.02		0.02	-0.23	-11.5	-106.94	-1.466666667	-6.491666667
11.2	402.04		0.03	9.02	300.6666667	-100.1133333	6.396666667	-4
11.22	406.1		0.02	4.06	203	-92.27333333	4.026666667	-1.78
11.24	414.55		0.02	8.45	422.5	-73.50666667	6.846666667	2.48
11.27	418.69		0.03	4.14	138	-65.72666667	7.186666667	3.98
11.29	417.66		0.02	-1.03	-51.5	-67.92666667	1.046666667	3.395
11.31	412.77		0.02	-4.89	-244.5	-77.40666667	-14.37333333	1.06
11.33	411.28		0.02	-1.49	-74.5	-75.34666667	-22.54333333	-0.06
11.35	415.66		0.02	4.38	219	-72.96666667	-21.50333333	1.786666667
11.37	420.17		0.02	4.51	225.5	-63.04666667	-18.03333333	4.376666667
11.39	417.35		0.02	-2.82	-141	-67.06666667	-29.02333333	3.146666667
11.41	414.31		0.02	-3.04	-152	-76.10666667	-32.22333333	1.296666667
11.43	411.8		0.02	-2.51	-125.5	-71.30666667	-36.65333333	0.046666667
11.45	410.32		0.02	-1.48	-74	-72.62666667	-42.59333333	-0.768333333
11.48	406.98		0.03	-3.34	-111.3333333	-77.08	-44.75	-1.661666667
11.5	405.8		0.02	-1.18	-59	-77.96	-51.74	-2.471666667
11.52	405.58		0.02	-0.22	-11	-73.34	-34.7	-2.558333333
11.54	403.79		0.02	-1.79	-89.5	-68.90666667	-42.96	-3.343333333
11.56	402.62		0.02	-1.17	-58.5	-70.50666667	-42.41	-3.963333333
11.58	402.76		0.02	0.14	7	-67.08666667	-36.82333333	-3.933333333
11.6	402.84		0.02	0.08	4	-55.06666667	-44.02333333	-3.858333333
11.62	402.62		0.02	-0.22	-11	-47.92666667	-46.92333333	-3.893333333
11.65	401.8		0.03	-0.82	-27.33333333	-32.74	-49.77	-4.166666667
11.67	401.06		0.02	-0.74	-37	-26.78	-50.66	-4.536666667
11.69	401.73		0.02	0.67	33.5	10.96	-49.54	-4.091666667
11.71	403.42		0.02	1.69	84.5	14.8	-46.07	-3.021666667
11.73	404.61		0.02	1.19	59.5	5.153333333	-47.48	-2.503333333
11.76	405.06		0.03	0.45	15	-2.366666667	-47.32	-2.573333333
11.78	406.09		0.02	1.03	51.5	-17.20666667	-45.35666667	-2.093333333
11.8	404.76		0.02	-1.33	-66.5	-25.38666667	-45.55666667	-2.723333333
11.82	405.13		0.02	0.37	18.5	-22.58666667	-45.25666667	-2.388333333
11.84	403.28		0.02	-1.85	-92.5	-16.50666667	-46.95666667	-3.29
11.86	401.13		0.02	-2.15	-107.5	-17.82666667	-46.58666667	-4.62
11.88	402.24		0.02	1.11	55.5	-24.36666667	-48.66666667	-3.81
11.9	401.29		0.02	-0.95	-47.5	-35.28666667	-49.16666667	-4.355
11.93	399.95		0.03	-1.34	-44.66666667	-31.43333333	-49.25	-4.621666667
11.95	398.25		0.02	-1.7	-85	-28.75333333	-52.43	-5.501666667
11.97	398.4		0.02	0.15	7.5	-23.43333333	-47.37	-5.396666667
11.99	398.1		0.02	-0.3	-15	-21.07333333	-46.85	-5.471666667
12.01	397.21		0.02	-0.89	-44.5	-18.4	-47.74	-6.066666667
12.03	396.92		0.02	-0.29	-14.5	-16.62	-47.29	-5.801666667
12.05	396.54		0.02	-0.38	-19	-16.94	-45.14	-5.991666667
12.07	395.89		0.02	-0.65	-32.5	-14.66	-41.78333333	-6.206666667
12.09	395.43		0.02	-0.46	-23	-13.24	-41.87333333	-6.436666667
12.11	395.43		0.02	0	0	-13.52	-40.30333333	-6.396666667
12.14	394.18		0.03	-1.25	-41.66666667	-15.34666667	-35.20666667	-6.408333333
12.16	393.52		0.02	-0.66	-33	-16.22666667	-32.07666667	-6.888333333
12.18	393.14		0.02	-0.38	-19	-15.89333333	-24.31666667	-7.333333333
12.21	392.69		0.03	-0.45	-15	-15.01333333	-20.89666667	-2.633333333
12.23	392.33		0.02	-0.36	-18	-17.07333333	-3.056666667	1.623333333
12.25	392.92		0.02	0.59	29.5	-19.27333333	-2.236666667	-1.851666667
12.27	392.47		0.02	-0.45	-22.5	-22.55333333	-8.7	-1.151666667
12.29	392.77		0.02	0.3	15	-22.55333333	-12.46	-4.216666667
12.31	391.89		0.02	-0.88	-44	-26.37333333	-21.79	-7.471666667
12.33	391.97		0.02	0.08	4	-23.55333333	-24.47	-8.641666667
12.35	392.11		0.02	0.14	7	-24.01333333	-23.3	-11.12666667
12.38	393.22		0.03	1.11	37	-18.83333333	-17.67	-16.02166667
12.4	392.19		0.02	-1.03	-51.5	-16.59333333	-17.21	-19.87666667
12.42	392.26		0.02	0.07	3.5	-18.67333333	-21.52	-21.51166667
12.44	392.48		0.02	0.22	11	-16.33333333	-25.81	-21.92166667
12.46	392.33		0.02	-0.15	-7.5	-14.84666667	-23.14	-26.08166667
12.48	393.22		0.02	0.89	44.5	-9.666666667	-19.21	-25.71666667
12.5	392.92		0.02	-0.3	-15	-10.56666667	-17	-26.82666667
12.52	391.75		0.02	-1.17	-58.5	-12.30666667	-16.69	-29.64166667
12.55	391.81		0.03	0.06	2	-10.44666667	-14.42333333	-29.58666667
12.57	391.44		0.02	-0.37	-18.5	-10.60666667	-13.61333333	-32.67666667
12.59	390.63		0.02	-0.81	-40.5	-11.46666667	-14.20333333	-24.45166667
12.61	390.56		0.02	-0.07	-3.5	-10.30666667	-12.48333333	-27.72166667
12.63	390.18		0.02	-0.38	-19	-10.14666667	-11.69333333	-27.05166667
12.65	390.03		0.02	-0.15	-7.5	-10.44666667	-11.98333333	-24.40333333
12.67	388.85		0.02	-1.18	-59	-11.14	-13.24333333	-28.63333333
12.7	388.85		0.03	0	0	-9.82	-13.02333333	-29.97333333
12.72	388.63		0.02	-0.22	-11	-9.5	-12.69666667	-31.23333333
12.74	387.9		0.02	-0.73	-36.5	-10.36	-12.68666667	-31.67333333
12.76	387.74		0.02	-0.16	-8	-9.96	-13.51666667	-31.52833333
12.78	387.3		0.02	-0.44	-22	-12.02	-15.64666667	-30.85833333
12.81	385.82		0.03	-1.48	-49.33333333	-13.09333333	-17.82333333	-32.65166667
12.83	386.34		0.02	0.52	26	-12.65333333	-17.60333333	-32.46166667
12.85	386.26		0.02	-0.08	-4	-11.05333333	-18.71333333	-32.035
12.87	385.38		0.02	-0.88	-44	-12.97333333	-18.26333333	-31.91
12.89	385.52		0.02	0.14	7	-12.97333333	-18.49333333	-31.875
12.91	385.52		0.02	0	0	-14.45333333	-16.64333333	-31.8
12.93	384.78		0.02	-0.74	-37	-13.87333333	-15.23333333	-30.91
12.95	383.97		0.02	-0.81	-40.5	-15.63333333	-17.15333333	-32.91
12.97	384.19		0.02	0.22	11	-15.63333333	-15.98333333	-32.575
12.99	383.82		0.02	-0.37	-18.5	-16.07333333	-15.46	-32.355
13.02	383.45		0.03	-0.37	-12.33333333	-18.34666667	-14.00666667	-33.21833333
13.04	383.3		0.02	-0.15	-7.5	-18.04666667	-14.30666667	-30.83833333
13.06	382.56		0.02	-0.74	-37	-17.18666667	-14.74666667	-30.79833333
13.08	382.78		0.02	0.22	11	-16.82666667	-13.63666667	-30.68833333
13.1	382.19		0.02	-0.59	-29.5	-17.26666667	-13.93666667	-30.61333333
13.12	381.82		0.02	-0.37	-18.5	-16.38666667	-13.92666667	-29.53333333
13.14	381.74		0.02	-0.08	-4	-16.40666667	-13.35666667	-27.57
13.16	382.04		0.02	0.3	15	-15.04666667	-12.59666667	-27.235
13.19	381.37		0.03	-0.67	-22.33333333	-15.64	-13.04333333	-26.67333333
13.21	381.23		0.02	-0.14	-7	-13.56	-12.35	-23.77833333
13.23	380.49		0.02	-0.74	-37	-15.04	-12.43	-22.25333333
13.26	380.56		0.03	0.07	2.333333333	-14.50666667	-12.00333333	-18.16
13.28	380.05		0.02	-0.51	-25.5	-14.06666667	-12.21333333	-16.555
13.3	379.75		0.02	-0.3	-15	-14.34666667	-12.15333333	-7.605
13.32	379.67		0.02	-0.08	-4	-13.62666667	-12.82333333	-7.53
13.34	379.23		0.02	-0.44	-22	-12.53333333	-12.81333333	-10.75666667
13.36	379.09		0.02	-0.14	-7	-13.85333333	-13.25333333	-12.85666667
13.38	378.72		0.02	-0.37	-18.5	-14.43333333	-12.74333333	-17.26666667
13.4	379.16		0.02	0.44	22	-11.79333333	-12.38333333	-18.42666667
13.42	378.49		0.02	-0.67	-33.5	-13.41333333	-13.19333333	-18.24666667
13.44	378.49		0.02	0	0	-13.41333333	-13.93333333	-15.80166667
13.47	377.83		0.03	-0.66	-22	-12.81333333	-13.34333333	-15.27666667
13.49	378.49		0.02	0.66	33	-9.873333333	-12.75333333	-17.13666667
13.51	378.42		0.02	-0.07	-3.5	-10.45333333	-13.04333333	-19.42666667
13.53	377.9		0.02	-0.52	-26	-10.75333333	-13.41333333	-18.27666667
13.55	377.53		0.02	-0.37	-18.5	-11	-14.67333333	-16.94166667
13.57	376.94		0.02	-0.59	-29.5	-11.88	-14.96333333	-15.98166667
13.59	377.46		0.02	0.52	26	-9.36	-13.27333333	-14.98166667
13.61	376.65		0.02	-0.81	-40.5	-11.42	-14.12333333	-14.27333333
13.63	376.12		0.02	-0.53	-26.5	-11.3	-14.28333333	-13.94833333
13.65	375.17		0.02	-0.95	-47.5	-12.46	-14.42333333	-14.31333333
13.68	374.5		0.03	-0.67	-22.33333333	-13.19333333	-14.8	-13.64166667
13.7	375.1		0.02	0.6	30	-12.59333333	-13.82	-12.75666667
13.72	374.13		0.02	-0.97	-48.5	-13.64	-14.64	-13.31166667
13.75	373.83		0.03	-0.3	-10	-13.76	-13.66	-13.45166667
13.77	373.39		0.02	-0.44	-22	-13.16	-14.1	-13.56166667
13.79	373.17		0.02	-0.22	-11	-13.69333333	-14.1	-13.39833333
13.81	373.39		0.02	0.22	11	-12.23333333	-13.15	-12.91833333
13.83	372.2		0.02	-1.19	-59.5	-14.01333333	-14.18	-13.84833333
13.85	371.69		0.02	-0.51	-25.5	-14.87333333	-14.25	-14.94833333
13.87	371.1		0.02	-0.59	-29.5	-15.17333333	-13.85333333	-15.83833333
13.89	371.54		0.02	0.44	22	-14.01333333	-13.93333333	-15.76833333
13.91	371.76		0.02	0.22	11	-12.83333333	-13.63333333	-16.17333333
13.94	370.14		0.03	-1.62	-54	-15.87333333	-13.83333333	-16.04833333
13.96	370.21		0.02	0.07	3.5	-14.39333333	-13.90333333	-16.19833333
13.98	370.58		0.02	0.37	18.5	-13.65333333	-13.53333333	-15.08833333
14	369.77		0.02	-0.81	-40.5	-14.39333333	-13.60333333	-14.41833333
14.02	369.47		0.02	-0.3	-15	-16.31333333	-13.09333333	-15.12333333
14.04	368.95		0.02	-0.52	-26	-17.21333333	-13.83333333	-14.90833333
14.06	369.18		0.02	0.23	11.5	-15.71333333	-13.23333333	-14.34666667
14.08	368.29		0.02	-0.89	-44.5	-16.75333333	-13.87666667	-13.94166667
14.1	368.21		0.02	-0.08	-4	-15.73333333	-13.80666667	-14.05666667
14.13	368.5		0.03	0.29	9.666666667	-16.38666667	-12.87333333	-13.81
14.15	368.06		0.02	-0.44	-22	-15.64666667	-13.53333333	-13.585
14.17	367.04		0.02	-1.02	-51	-16.62666667	-13.96333333	-13.95
14.19	367.62		0.02	0.58	29	-13.56666667	-13.01333333	-13.47
14.22	367.18		0.03	-0.44	-14.66666667	-13.26	-13.22666667	-13.29166667
14.24	366.51		0.02	-0.67	-33.5	-15.8	-14.19666667	-13.39666667
14.26	366.07		0.02	-0.44	-22	-14.74	-14.19	-13.61666667
14.28	366.74		0.02	0.67	33.5	-13	-13.38	-12.865
14.3	365.77		0.02	-0.97	-48.5	-14.06	-13.61	-13.02
14.32	365.85		0.02	0.08	4	-13.46	-13.57666667	-12.79
14.34	365.78		0.02	-0.07	-3.5	-14.04	-13.13666667	-12.675
14.36	365.56		0.02	-0.22	-11	-12.1	-13.05666667	-12.605
14.39	364.9		0.03	-0.66	-22	-11.96	-13.41666667	-13.12
14.41	364.67		0.02	-0.23	-11.5	-11.24	-13.20666667	-13.01
14.43	364.52		0.02	-0.15	-7.5	-12.42	-13.21666667	-13.235
14.45	364.6		0.02	0.08	4	-12.7	-12.76666667	-12.755
14.47	363.94		0.02	-0.66	-33	-11.86	-13.86666667	-13.125
14.49	363.94		0.02	0	0	-12	-13.19666667	-13.195
14.51	364.16		0.02	0.22	11	-12.3	-12.97666667	-13.455
14.53	363.86		0.02	-0.3	-15	-11.28	-12.83666667	-13.09
14.55	363.06		0.02	-0.8	-40	-12.28	-14.29666667	-13.525
14.57	362.54		0.02	-0.52	-26	-12.28	-14.74666667	-13.895
14.6	362.83		0.03	0.29	9.666666667	-12.35333333	-14.03333333	-13.72333333
14.62	363.42		0.02	0.59	29.5	-9.393333333	-13.07333333	-13.87333333
14.64	362.17		0.02	-1.25	-62.5	-11.73333333	-13.73333333	-14.34833333
14.66	362.24		0.02	0.07	3.5	-11.98	-14.18333333	-13.72833333
14.68	362.68		0.02	0.44	22	-10.22	-12.93333333	-13.52833333
14.71	362.17		0.03	-0.51	-17	-8.86	-12.74333333	-13.51333333
14.73	361.36		0.02	-0.81	-40.5	-11.64	-12.60333333	-13.51333333
14.75	360.91		0.02	-0.45	-22.5	-11.95333333	-12.60666667	-13.70333333
14.77	361.87		0.02	0.96	48	-8.693333333	-12.24666667	-13.03333333
14.79	360.54		0.02	-1.33	-66.5	-10.47333333	-12.60666667	-13.62333333
14.81	360.99		0.02	0.45	22.5	-10.91333333	-11.95666667	-12.80833333
14.84	360.76		0.03	-0.23	-7.666666667	-9.28	-11.67	-12.885
14.86	360.03		0.02	-0.73	-36.5	-10.9	-12.18	-13.14
14.88	359.74		0.02	-0.29	-14.5	-11.34	-12.69	-12.92
14.9	359.22		0.02	-0.52	-26	-11.94	-12.02	-13.1
14.92	359.22		0.02	0	0	-11.06	-11.51	-12.88
14.94	358.85		0.02	-0.37	-18.5	-11.34	-11.29	-12.57166667
14.96	357.59		0.02	-1.26	-63	-13.56	-12.99	-13.46166667
14.98	357.45		0.02	-0.14	-7	-14	-13.35	-13.49166667
15	357		0.02	-0.45	-22.5	-13.58	-12.72	-13.27666667
15.02	356.86		0.02	-0.14	-7	-13.86	-12.93	-13.41666667
15.05	356.71		0.03	-0.15	-5	-14.5	-13.4	-13.46666667
15.07	356.27		0.02	-0.44	-22	-14.78	-13.03	-13.31666667
15.09	356.27		0.02	0	0	-13.18	-12.73	-12.91166667
15.11	355.68		0.02	-0.59	-29.5	-13.32	-12.8	-13.31666667
15.13	355.45		0.02	-0.23	-11.5	-14.16666667	-13.26	-13.24666667
15.15	354.79		0.02	-0.66	-33	-16.66666667	-13.03	-13.45333333
15.17	354.71		0.02	-0.08	-4	-14.32666667	-13.03	-13.41833333
15.2	354.2		0.03	-0.51	-17	-15.14666667	-13.56333333	-13.21833333
15.22	353.9		0.02	-0.3	-15	-16.62666667	-13.42333333	-13.47833333
15.24	352.95		0.02	-0.95	-47.5	-17.84666667	-13.35333333	-13.65833333
15.26	352.87		0.02	-0.08	-4	-16.38666667	-14.01333333	-13.51333333
15.28	352.87		0.02	0	0	-15.48666667	-13.72	-13.47333333
15.31	351.84		0.03	-1.03	-34.33333333	-18.78	-13.73666667	-13.96666667
15.33	352.43		0.02	0.59	29.5	-14.94	-12.70666667	-13.44833333
15.35	352.06		0.02	-0.37	-18.5	-16.58	-13.74666667	-13.56333333
15.37	351.91		0.02	-0.15	-7.5	-16.57333333	-12.92666667	-13.26833333
15.39	351.69		0.02	-0.22	-11	-15.55333333	-13.22666667	-13.40166667
15.41	351.62		0.02	-0.07	-3.5	-15.11333333	-13.22666667	-13.18166667
15.43	351.25		0.02	-0.37	-18.5	-14.81333333	-13.37666667	-13.21666667
15.45	350.59		0.02	-0.66	-33	-16.13333333	-13.59666667	-13.50666667
15.48	351.11		0.03	0.52	17.33333333	-14.7	-13.02	-13.11333333
15.5	350.81		0.02	-0.3	-15	-12.78	-13.17	-13.19333333
15.52	350.3		0.02	-0.51	-25.5	-13.52	-13.76	-13.26333333
15.54	350.15		0.02	-0.15	-7.5	-12.92	-13.25	-13.55833333
15.56	350.59		0.02	0.44	22	-11.76	-12.81	-13.00333333
15.58	350.37		0.02	-0.22	-11	-12	-13.25	-13.11333333
15.6	349.12		0.02	-1.25	-62.5	-13.62	-14.2	-13.51833333
15.62	348.6		0.02	-0.52	-26	-14.66	-13.92	-14.10833333
15.64	348.46		0.02	-0.14	-7	-13.76	-13.54	-14.14333333
15.66	348.82		0.02	0.36	18	-12.58	-13.37333333	-13.70333333
15.69	347.57		0.03	-1.25	-41.66666667	-12.92666667	-14.79666667	-13.935
15.71	346.91		0.02	-0.66	-33	-14.08666667	-14.20666667	-13.97
15.73	347.27		0.02	0.36	18	-12.68666667	-13.91666667	-14.05
15.76	345.37		0.03	-1.9	-63.33333333	-14.62	-15.62333333	-14.27833333
15.78	346.32		0.02	0.95	47.5	-10.82	-14.33333333	-13.53833333
15.8	345.51		0.02	-0.81	-40.5	-12.28	-14.33333333	-13.46833333
15.82	345		0.02	-0.51	-25.5	-13.3	-14.39333333	-13.5
15.84	345.07		0.02	0.07	3.5	-11.78666667	-15.28333333	-13.765
15.86	344.93		0.02	-0.14	-7	-13.24666667	-14.09333333	-13.35
15.88	344.34		0.02	-0.59	-29.5	-13.68666667	-15.13333333	-13.545
15.9	343.97		0.02	-0.37	-18.5	-14.12666667	-15.35	-13.51
15.93	343.46		0.03	-0.51	-17	-14.36666667	-14.96	-13.57
15.95	343.46		0.02	0	0	-14.22666667	-14.67	-13.68
15.97	343.46		0.02	0	0	-13.48666667	-14.15	-13.085
15.99	342.57		0.02	-0.89	-44.5	-13.94666667	-15.04	-13.275
16.01	342.65		0.02	0.08	4	-14.48	-14.59	-12.94
16.03	341.91		0.02	-0.74	-37	-15.36	-14.07	-13.53
16.05	340.88		0.02	-1.03	-51.5	-16.4	-14.96	-14.155
16.08	342.28		0.03	1.4	46.66666667	-14.23333333	-13.57666667	-13.14833333
16.1	340.95		0.02	-1.33	-66.5	-17.77333333	-14.76666667	-13.84833333
16.12	341.47		0.02	0.52	26	-16.29333333	-14.14666667	-13.77333333
16.14	340.73		0.02	-0.74	-37	-15.27333333	-14.44666667	-13.73833333
16.16	340.65		0.02	-0.08	-4	-14.39333333	-14.52666667	-13.62833333
16.18	339.33		0.02	-1.32	-66	-16.75333333	-15.25666667	-14.02833333
16.21	339.19		0.03	-0.14	-4.666666667	-17.66	-15.12	-14.19
16.23	339.63		0.02	0.44	22	-15.11333333	-14.02	-13.525
16.25	339.4		0.02	-0.23	-11.5	-14.25333333	-14.17	-13.6
16.27	338.31		0.02	-1.09	-54.5	-17.15333333	-14.92	-14.24166667
16.29	339.33		0.02	1.02	51	-12.58	-13.6	-13.51166667
16.32	337.71		0.03	-1.62	-54	-16.64	-13.73	-13.54166667
16.34	338.52		0.02	0.81	40.5	-13.4	-12.84	-13.42666667
16.36	337.94		0.02	-0.58	-29	-13.54	-13.42	-13.57
16.38	338.01		0.02	0.07	3.5	-13.54	-12.66333333	-13.2
16.4	337.2		0.02	-0.81	-40.5	-14.88	-14.06333333	-13.385
16.42	336.76		0.02	-0.44	-22	-14.58	-14.13333333	-13.94
16.44	336.24		0.02	-0.52	-26	-14.88	-14.50333333	-13.715
16.46	336.31		0.02	0.07	3.5	-14.06	-14.21333333	-13.72
16.48	336.97		0.02	0.66	33	-12.74	-13.48333333	-13.355
16.5	335.94		0.02	-1.03	-51.5	-14.8	-14.14333333	-13.76
16.53	336.01		0.03	0.07	2.333333333	-12.92666667	-13.43666667	-13.51666667
16.55	335.65		0.02	-0.36	-18	-13.80666667	-14.14333333	-13.58166667
16.57	335.13		0.02	-0.52	-26	-13.36666667	-14.36333333	-13.76666667
16.59	334.91		0.02	-0.22	-11	-11.74666667	-14.07333333	-13.91666667
16.61	334.69		0.02	-0.22	-11	-14.05333333	-14.14333333	-13.69666667
16.63	334.18		0.02	-0.51	-25.5	-12.41333333	-15.09333333	-13.95166667
16.65	334.76		0.02	0.58	29	-12.29333333	-14.29333333	-13.77166667
16.67	333.37		0.02	-1.39	-69.5	-13.59333333	-14.43333333	-14.31666667
16.7	333		0.03	-0.37	-12.33333333	-13.92666667	-14.16	-14.04
16.72	333		0.02	0	0	-11.28666667	-14.02	-13.78
16.74	332.12		0.02	-0.88	-44	-12.86	-15.26	-14.31666667
16.77	331.68		0.03	-0.44	-14.66666667	-14.32666667	-14.72	-14.75833333
